id	subject	item	tasktype	translation_type	len_sl_chr	len_tl_chr	len_sl_wrd	len_tl_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	np_300	lp_300	np_1000	lp_1000	ev_time_ms	num_annotations
wbreaker-029-mt1-4	T3	wbreaker-0294	mt1	pe	39	38	7	8	10.323	15	7	0	0	0	0	8	0	0	0	0	6	6840	1	4718	10323	1
wbreaker-029-mt1-5	T3	wbreaker-0295	mt1	pe	31	33	8	7	9.055	3	2	0	1	0	0	0	0	0	0	0	1	5570	1	5570	9055	1
wbreaker-029-mt1-6	T3	wbreaker-0296	mt1	pe	46	51	9	10	4.983	5	4	0	1	0	0	0	0	0	0	0	1	2802	1	2802	4983	1
wbreaker-029-mt1-7	T3	wbreaker-0297	mt1	pe	53	36	10	6	21.474	41	29	0	5	3	0	4	0	0	0	0	9	14443	4	11672	21474	1
wbreaker-029-mt1-8	T3	wbreaker-0298	mt1	pe	64	89	10	14	124.042	153	43	0	6	2	72	30	0	0	0	0	23	49665	14	46010	124042	2
wbreaker-029-mt1-9	T3	wbreaker-0299	mt1	pe	87	100	14	20	130.427	161	64	0	14	3	64	16	0	0	0	0	32	107830	13	98191	130427	1
wbreaker-029-mt1-10	T3	wbreaker-02910	mt1	pe	105	112	22	20	94.656	151	79	0	12	2	26	32	0	0	0	0	25	72368	11	66665	94656	2
wbreaker-030-mt2-1	T3	wbreaker-0301	mt2	pe	20	24	4	4	58.252	99	56	0	7	2	7	27	0	0	0	0	17	26514	6	21049	58252	3
wbreaker-030-mt2-2	T3	wbreaker-0302	mt2	pe	46	62	7	11	65.711	95	24	0	6	1	51	13	0	0	0	0	11	53324	8	52309	65711	2
wbreaker-030-mt2-3	T3	wbreaker-0303	mt2	pe	127	137	26	26	131.499	285	83	0	15	3	105	79	0	0	0	0	33	95114	15	86384	131499	3
wbreaker-030-mt2-4	T3	wbreaker-0304	mt2	pe	85	77	18	14	133.256	184	67	0	13	2	40	62	0	0	0	0	28	112829	14	105108	133256	2
wbreaker-030-mt2-5	T3	wbreaker-0305	mt2	pe	114	126	22	23	85.574	175	34	0	2	1	100	38	0	0	0	0	23	75256	9	67557	85574	1
wbreaker-030-mt2-6	T3	wbreaker-0306	mt2	pe	33	42	5	6	8.207	4	2	0	0	1	0	1	0	0	0	0	3	5312	1	4520	8207	1
wbreaker-030-mt2-7	T3	wbreaker-0307	mt2	pe	79	85	14	15	75.719	144	74	0	16	2	21	31	0	0	0	0	36	58086	14	45092	75719	2
wbreaker-030-mt2-8	T3	wbreaker-0308	mt2	pe	115	129	21	24	107.278	102	50	0	10	2	27	13	0	0	0	0	21	92485	9	84851	107278	2
wbreaker-030-mt2-9	T3	wbreaker-0309	mt2	pe	98	112	16	19	210.183	182	82	0	14	1	46	39	0	0	0	0	36	162790	16	152595	210183	3
wbreaker-030-mt2-10	T3	wbreaker-03010	mt2	pe	51	50	9	9	15.71	40	12	0	2	0	2	24	0	0	0	0	7	11341	3	8956	15710	1
wbreaker-031-ht-1	T3	wbreaker-0311	ht	ht	49	54	9	9	43.377	83	52	0	9	4	5	13	0	0	0	0	12	32782	7	30880	43377	1
wbreaker-031-ht-2	T3	wbreaker-0312	ht	ht	69	86	11	15	54.357	133	90	0	18	4	0	21	0	0	0	0	26	28018	7	19359	54357	2
wbreaker-031-ht-3	T3	wbreaker-0313	ht	ht	75	70	14	13	75.994	90	65	0	13	2	0	10	0	0	0	0	16	63254	7	58093	75994	1
wbreaker-031-ht-4	T3	wbreaker-0314	ht	ht	108	119	21	21	71.356	133	101	0	22	5	0	5	0	0	0	0	28	51803	9	42700	71356	2
wbreaker-031-ht-5	T3	wbreaker-0315	ht	ht	75	96	15	17	56.129	123	84	0	19	4	13	3	0	0	0	0	18	29305	7	23122	56129	2
wbreaker-031-ht-6	T3	wbreaker-0316	ht	ht	57	64	10	12	62.821	84	62	0	11	1	0	10	0	0	0	0	13	37998	6	34919	62821	2
wbreaker-031-ht-7	T3	wbreaker-0317	ht	ht	35	52	7	8	78.58	68	52	0	7	1	0	8	0	0	0	0	14	63943	7	60657	78580	2
wbreaker-031-ht-8	T3	wbreaker-0318	ht	ht	59	59	10	10	46.168	129	74	0	13	5	4	33	0	0	0	0	21	24256	8	17449	46168	2
wbreaker-031-ht-9	T3	wbreaker-0319	ht	ht	19	22	3	4	22.695	30	18	0	3	3	4	2	0	0	0	0	14	16559	9	14009	22695	1
wbreaker-031-ht-10	T3	wbreaker-03110	ht	ht	30	29	5	5	17.951	37	30	0	4	3	0	0	0	0	0	0	9	7697	3	4403	17951	2
wbreaker-032-mt1-1	T3	wbreaker-0321	mt1	pe	23	26	3	4	23.943	48	7	0	0	4	28	9	0	0	0	0	11	20562	9	19446	23943	1
wbreaker-032-mt1-2	T3	wbreaker-0322	mt1	pe	43	42	9	7	50.664	89	40	0	5	1	21	22	0	0	0	0	15	19482	5	13437	50664	3
wbreaker-032-mt1-3	T3	wbreaker-0323	mt1	pe	42	51	8	8	15.5	19	4	0	0	1	13	1	0	0	0	0	3	7651	2	7197	15500	1
wbreaker-032-mt1-4	T3	wbreaker-0324	mt1	pe	21	26	5	6	9.172	26	20	0	5	1	0	0	0	0	0	0	4	4500	1	3269	9172	1
wbreaker-032-mt1-5	T3	wbreaker-0325	mt1	pe	71	71	12	13	76.939	141	40	0	5	4	56	36	0	0	0	0	26	64359	11	56064	76939	1
wbreaker-032-mt1-6	T3	wbreaker-0326	mt1	pe	53	52	9	11	65.853	78	42	0	7	2	20	7	0	0	0	0	12	57149	7	54514	65853	1
wbreaker-032-mt1-7	T3	wbreaker-0327	mt1	pe	94	90	16	16	141.196	196	96	0	21	3	4	45	0	0	0	27	56	115733	10	94711	141196	2
wbreaker-032-mt1-8	T3	wbreaker-0328	mt1	pe	43	47	8	7	56.612	116	25	0	6	5	58	22	0	0	0	0	17	38591	9	33591	56612	3
wbreaker-032-mt1-9	T3	wbreaker-0329	mt1	pe	44	38	9	8	33.697	67	45	0	8	1	0	13	0	0	0	0	11	12658	1	8540	33697	2
wbreaker-032-mt1-10	T3	wbreaker-03210	mt1	pe	111	106	17	18	122.526	203	84	1	14	10	57	37	0	0	0	0	36	79494	15	69037	122526	2
wbreaker-033-mt2-1	T3	wbreaker-0331	mt2	pe	65	63	12	11	33.51	41	32	0	5	2	2	0	0	0	0	0	8	17868	1	14813	33510	2
wbreaker-033-mt2-2	T3	wbreaker-0332	mt2	pe	81	80	13	13	110.659	152	85	0	7	4	31	25	0	0	0	0	32	83111	12	73373	110659	3
wbreaker-033-mt2-3	T3	wbreaker-0333	mt2	pe	82	79	16	13	34.474	50	35	0	6	0	0	9	0	0	0	0	8	23934	3	21438	34474	1
wbreaker-033-mt2-4	T3	wbreaker-0334	mt2	pe	39	36	8	6	11.518	12	9	0	1	1	0	1	0	0	0	0	6	8478	2	6143	11518	1
wbreaker-033-mt2-5	T3	wbreaker-0335	mt2	pe	43	52	8	10	60.581	131	67	0	15	3	18	28	0	0	0	0	21	37500	9	31598	60581	2
wbreaker-033-mt2-6	T3	wbreaker-0336	mt2	pe	127	97	26	18	138.522	178	42	0	10	5	57	64	0	0	0	0	30	121209	19	115827	138522	2
wbreaker-033-mt2-7	T3	wbreaker-0337	mt2	pe	90	101	19	16	39.67	85	56	0	10	1	0	18	0	0	0	0	16	28341	3	22036	39670	1
wbreaker-033-mt2-8	T3	wbreaker-0338	mt2	pe	36	43	6	10	12.196	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12196	1
wbreaker-033-mt2-9	T3	wbreaker-0339	mt2	pe	63	65	13	11	64.526	67	45	0	9	2	7	4	0	0	0	0	15	53113	6	48503	64526	2
wbreaker-033-mt2-10	T3	wbreaker-03310	mt2	pe	33	31	7	7	21.115	16	11	0	2	0	0	3	0	0	0	0	5	8685	3	7506	21115	2
wbreaker-001-mt1-1	T4	wbreaker-0011	mt1	pe	49	40	7	6	41.805	93	36	0	5	0	0	52	0	0	0	0	14	23967	6	18816	41805	1
wbreaker-001-mt1-2	T4	wbreaker-0012	mt1	pe	60	84	8	16	88.139	109	76	0	17	3	0	13	0	0	0	0	28	70264	6	58189	88139	1
wbreaker-001-mt1-3	T4	wbreaker-0013	mt1	pe	43	37	9	10	11.781	42	4	0	0	0	19	19	0	0	0	0	4	5974	2	4981	11781	1
wbreaker-001-mt1-4	T4	wbreaker-0014	mt1	pe	106	104	19	21	103.509	28	18	0	2	0	1	7	0	0	0	0	4	46556	1	44494	103509	3
wbreaker-001-mt1-5	T4	wbreaker-0015	mt1	pe	85	126	16	23	236.907	258	84	0	12	1	86	75	0	0	0	0	39	199887	13	186101	236907	2
wbreaker-001-mt1-6	T4	wbreaker-0016	mt1	pe	39	50	7	10	83.736	71	32	0	6	0	2	31	0	0	0	0	15	37398	8	33577	83736	2
wbreaker-001-mt1-7	T4	wbreaker-0017	mt1	pe	28	22	5	4	9.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9174	1
wbreaker-001-mt1-8	T4	wbreaker-0018	mt1	pe	27	35	5	7	84.604	54	25	0	3	0	6	20	0	0	0	0	13	63418	6	59767	84604	2
wbreaker-001-mt1-9	T4	wbreaker-0019	mt1	pe	57	56	12	11	63.31	49	15	0	2	0	12	20	0	0	0	0	8	53357	3	50304	63310	1
wbreaker-001-mt1-10	T4	wbreaker-00110	mt1	pe	47	46	6	6	101.117	16	3	0	0	0	11	2	0	0	0	0	2	7903	2	7903	101117	2
wbreaker-002-ht-1	T4	wbreaker-0021	ht	ht	45	38	7	6	95.466	38	30	0	5	3	0	0	0	0	0	0	6	86815	4	85467	95466	1
wbreaker-002-ht-2	T4	wbreaker-0022	ht	ht	79	78	16	18	68.169	80	59	0	17	3	0	1	0	0	0	0	14	53250	5	48935	68169	1
wbreaker-002-ht-3	T4	wbreaker-0023	ht	ht	51	63	10	12	47.088	63	50	0	11	2	0	0	0	0	0	0	13	35331	4	30867	47088	1
wbreaker-002-ht-4	T4	wbreaker-0024	ht	ht	101	115	20	23	89.066	115	90	0	22	3	0	0	0	0	0	0	19	69959	8	63912	89066	1
wbreaker-002-ht-5	T4	wbreaker-0025	ht	ht	53	50	8	11	62.65	102	51	0	13	3	18	17	0	0	0	0	15	47651	5	42355	62650	1
wbreaker-002-ht-6	T4	wbreaker-0026	ht	ht	71	62	13	12	134.36	64	51	0	11	1	0	1	0	0	0	0	13	97231	7	94413	134360	1
wbreaker-002-ht-7	T4	wbreaker-0027	ht	ht	63	59	11	10	46.193	67	50	0	9	4	0	4	0	0	0	0	16	36339	6	31078	46193	1
wbreaker-002-ht-8	T4	wbreaker-0028	ht	ht	96	103	15	20	81.223	117	89	0	19	2	0	7	0	0	0	0	23	58461	7	50053	81223	1
wbreaker-002-ht-9	T4	wbreaker-0029	ht	ht	108	95	22	18	103.287	102	76	0	17	3	5	1	0	0	0	0	18	83695	8	77870	103287	1
wbreaker-002-ht-10	T4	wbreaker-00210	ht	ht	13	20	1	2	24.737	20	17	0	1	2	0	0	0	0	0	0	4	11120	1	8877	24737	1
wbreaker-003-mt1-1	T4	wbreaker-0031	mt1	pe	41	50	7	9	65.136	90	16	0	3	0	64	7	0	0	0	0	10	49838	5	46997	65136	1
wbreaker-003-mt1-2	T4	wbreaker-0032	mt1	pe	26	36	6	8	29.552	48	18	0	2	0	15	13	0	0	0	0	9	23765	2	20742	29552	1
wbreaker-003-mt1-3	T4	wbreaker-0033	mt1	pe	41	57	7	9	34.078	115	38	0	6	0	26	45	0	0	0	0	11	24237	5	20868	34078	1
wbreaker-003-mt1-4	T4	wbreaker-0034	mt1	pe	31	35	5	5	30.862	10	7	0	0	0	0	3	0	0	0	0	4	22581	2	21754	30862	1
wbreaker-003-mt1-5	T4	wbreaker-0035	mt1	pe	103	110	18	20	58.272	56	16	0	4	2	24	10	0	0	0	0	14	32069	7	28574	58272	1
wbreaker-003-mt1-6	T4	wbreaker-0036	mt1	pe	153	171	25	31	169.001	191	46	0	8	1	78	58	0	0	0	0	26	155332	14	148677	169001	1
wbreaker-003-mt1-7	T4	wbreaker-0037	mt1	pe	123	136	24	23	134.2	159	43	0	5	1	57	53	0	0	0	0	20	113962	12	109906	134200	1
wbreaker-003-mt1-8	T4	wbreaker-0038	mt1	pe	124	139	20	21	230.643	130	35	0	2	0	34	59	0	0	0	0	28	206097	13	198509	230643	1
wbreaker-003-mt1-9	T4	wbreaker-0039	mt1	pe	171	197	27	34	250.709	300	84	0	12	0	142	62	0	0	0	0	48	210022	22	196043	250709	1
wbreaker-003-mt1-10	T4	wbreaker-00310	mt1	pe	81	96	15	20	148.884	262	77	0	18	0	62	105	0	0	0	0	26	100298	9	92286	148884	1
wbreaker-004-ht-1	T4	wbreaker-0041	ht	ht	103	113	17	20	141.92	119	93	0	19	4	0	3	0	0	0	0	21	88050	8	80805	141920	1
wbreaker-004-ht-2	T4	wbreaker-0042	ht	ht	37	33	7	5	18.513	35	26	0	4	4	0	1	0	0	0	0	10	11881	2	7549	18513	1
wbreaker-004-ht-3	T4	wbreaker-0043	ht	ht	42	51	8	8	51.777	63	45	0	8	4	0	6	0	0	0	0	13	37490	3	31760	51777	1
wbreaker-004-ht-4	T4	wbreaker-0044	ht	ht	84	94	17	14	89.482	98	79	0	13	4	0	2	0	0	0	0	22	67402	9	60736	89482	1
wbreaker-004-ht-5	T4	wbreaker-0045	ht	ht	99	117	20	21	152.952	117	93	0	20	4	0	0	0	0	0	0	22	133132	8	126542	152952	1
wbreaker-004-ht-6	T4	wbreaker-0046	ht	ht	80	86	17	16	59.065	88	70	0	15	2	0	1	0	0	0	0	11	39170	5	36070	59065	1
wbreaker-004-ht-7	T4	wbreaker-0047	ht	ht	45	52	8	9	90.946	56	43	0	8	3	0	2	0	0	0	0	10	82074	5	79635	90946	1
wbreaker-004-ht-8	T4	wbreaker-0048	ht	ht	17	24	3	5	32.984	24	19	0	4	1	0	0	0	0	0	0	5	26057	2	24583	32984	1
wbreaker-004-ht-9	T4	wbreaker-0049	ht	ht	79	78	14	13	66.848	98	70	0	15	3	0	10	0	0	0	0	19	51833	8	46445	66848	1
wbreaker-004-ht-10	T4	wbreaker-00410	ht	ht	117	133	22	24	138.76	161	116	0	24	7	0	14	0	0	0	0	38	95764	15	81970	138760	1
wbreaker-005-mt1-1	T4	wbreaker-0051	mt1	pe	25	32	4	5	11.196	16	9	0	0	0	0	7	0	0	0	0	3	5924	1	4714	11196	1
wbreaker-005-mt1-2	T4	wbreaker-0052	mt1	pe	36	50	6	8	19.527	49	26	0	5	1	1	16	0	0	0	0	8	10366	2	6798	19527	1
wbreaker-005-mt1-3	T4	wbreaker-0053	mt1	pe	85	91	14	14	103.534	152	26	0	2	0	84	40	0	0	0	0	18	77951	8	72523	103534	1
wbreaker-005-mt1-4	T4	wbreaker-0054	mt1	pe	116	137	18	24	151.435	251	56	0	10	3	127	55	0	0	0	0	25	121975	12	114622	151435	2
wbreaker-005-mt1-5	T4	wbreaker-0055	mt1	pe	32	39	6	8	9.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9885	1
wbreaker-005-mt1-6	T4	wbreaker-0056	mt1	pe	92	91	17	15	115.14	105	24	0	1	2	53	25	0	0	0	0	12	72719	5	68303	115140	2
wbreaker-005-mt1-7	T4	wbreaker-0057	mt1	pe	116	129	19	26	67.342	124	10	0	2	1	108	3	0	0	0	0	6	36551	3	34975	67342	1
wbreaker-005-mt1-8	T4	wbreaker-0058	mt1	pe	62	79	10	13	98.519	128	42	0	4	0	53	29	0	0	0	0	21	85757	10	79706	98519	1
wbreaker-005-mt1-9	T4	wbreaker-0059	mt1	pe	43	42	8	9	42.177	92	22	0	6	0	33	31	0	0	0	0	9	31911	4	28958	42177	1
wbreaker-005-mt1-10	T4	wbreaker-00510	mt1	pe	69	79	10	12	225.405	158	57	0	8	0	42	51	0	0	0	0	27	190841	13	183695	225405	1
wbreaker-006-ht-1	T4	wbreaker-0061	ht	ht	105	95	22	23	97.537	109	76	0	22	4	0	7	0	0	0	0	24	75965	10	68468	97537	1
wbreaker-006-ht-2	T4	wbreaker-0062	ht	ht	59	98	9	16	210.759	116	91	0	15	1	0	9	0	0	0	0	21	189129	9	182697	210759	1
wbreaker-006-ht-3	T4	wbreaker-0063	ht	ht	27	41	6	8	81.401	41	33	0	7	1	0	0	0	0	0	0	12	58015	9	56516	81401	1
wbreaker-006-ht-4	T4	wbreaker-0064	ht	ht	47	47	8	9	38.77	53	41	0	8	1	0	3	0	0	0	0	12	25614	5	21737	38770	1
wbreaker-006-ht-5	T4	wbreaker-0065	ht	ht	137	141	24	30	115.745	153	113	0	30	4	0	6	0	0	0	0	31	87820	8	76401	115745	1
wbreaker-006-ht-6	T4	wbreaker-0066	ht	ht	73	99	13	18	67.736	99	81	0	17	1	0	0	0	0	0	0	16	54680	8	50783	67736	1
wbreaker-006-ht-7	T4	wbreaker-0067	ht	ht	36	49	6	10	34.176	87	52	0	12	4	0	19	0	0	0	0	19	20016	4	12530	34176	1
wbreaker-006-ht-8	T4	wbreaker-0068	ht	ht	64	74	13	10	127.817	116	79	0	12	4	0	21	0	0	0	0	22	106297	11	99930	127817	1
wbreaker-006-ht-9	T4	wbreaker-0069	ht	ht	35	35	6	6	33.065	41	32	0	5	1	0	3	0	0	0	0	9	25075	4	21827	33065	1
wbreaker-006-ht-10	T4	wbreaker-00610	ht	ht	73	73	11	14	168.079	73	58	0	13	2	0	0	0	0	0	0	14	101680	8	98941	168079	1
wbreaker-007-mt2-1	T4	wbreaker-0071	mt2	pe	112	144	20	27	149.22	221	65	0	12	1	74	69	0	0	0	0	33	125419	14	115866	149220	1
wbreaker-007-mt2-2	T4	wbreaker-0072	mt2	pe	78	84	13	19	47.957	139	12	0	3	0	91	33	0	0	0	0	10	35064	8	34240	47957	1
wbreaker-007-mt2-3	T4	wbreaker-0073	mt2	pe	113	116	20	24	173.01	237	44	0	7	3	129	54	0	0	0	0	31	143645	17	136049	173010	2
wbreaker-007-mt2-4	T4	wbreaker-0074	mt2	pe	24	15	5	3	11.269	35	10	0	2	1	0	22	0	0	0	0	4	4165	1	2695	11269	1
wbreaker-007-mt2-5	T4	wbreaker-0075	mt2	pe	85	101	16	19	66.254	37	21	0	1	0	1	14	0	0	0	0	8	55399	4	53482	66254	1
wbreaker-007-mt2-6	T4	wbreaker-0076	mt2	pe	37	41	7	7	62.195	76	29	0	5	1	0	41	0	0	0	0	14	52461	3	47594	62195	1
wbreaker-007-mt2-7	T4	wbreaker-0077	mt2	pe	43	44	7	8	97.045	50	33	0	4	2	0	11	0	0	0	0	16	88123	8	84881	97045	1
wbreaker-007-mt2-8	T4	wbreaker-0078	mt2	pe	99	113	16	21	184.566	243	40	0	6	4	140	53	0	0	0	0	33	163400	13	154158	184566	1
wbreaker-007-mt2-9	T4	wbreaker-0079	mt2	pe	20	31	4	7	6.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6134	1
wbreaker-007-mt2-10	T4	wbreaker-00710	mt2	pe	53	75	9	14	85.013	65	23	0	5	0	24	13	0	0	0	0	15	70974	7	66371	85013	1
wbreaker-008-mt1-1	T4	wbreaker-0081	mt1	pe	62	69	11	14	54.543	128	43	0	9	1	16	59	0	0	0	0	13	40948	5	36771	54543	1
wbreaker-008-mt1-2	T4	wbreaker-0082	mt1	pe	76	81	12	13	200.537	112	34	0	4	2	41	31	0	0	0	0	18	184030	8	179788	200537	1
wbreaker-008-mt1-3	T4	wbreaker-0083	mt1	pe	26	36	5	7	15.915	64	8	0	1	0	40	15	0	0	0	0	7	11333	3	9241	15915	1
wbreaker-008-mt1-4	T4	wbreaker-0084	mt1	pe	58	48	12	9	55.999	119	21	0	3	1	48	46	0	0	0	0	16	41002	6	36128	55999	1
wbreaker-008-mt1-5	T4	wbreaker-0085	mt1	pe	49	50	9	10	65.333	104	23	0	4	0	39	38	0	0	0	0	14	52189	2	46034	65333	1
wbreaker-008-mt1-6	T4	wbreaker-0086	mt1	pe	59	83	9	17	206.252	166	38	0	10	0	80	38	0	0	0	0	20	177484	12	173380	206252	1
wbreaker-008-mt1-7	T4	wbreaker-0087	mt1	pe	89	106	15	21	100.261	141	37	0	8	1	52	43	0	0	0	0	20	79256	12	75074	100261	1
wbreaker-008-mt1-8	T4	wbreaker-0088	mt1	pe	33	29	7	6	7.597	12	0	0	0	0	11	1	0	0	0	0	1	2981	1	2981	7597	1
wbreaker-008-mt1-9	T4	wbreaker-0089	mt1	pe	31	30	5	6	17.682	18	7	0	1	0	7	3	0	0	0	0	3	9796	2	8964	17682	1
wbreaker-008-mt1-10	T4	wbreaker-00810	mt1	pe	49	61	11	12	60.67	74	13	0	1	1	41	18	0	0	0	0	12	45618	6	42789	60670	1
wbreaker-009-mt2-1	T4	wbreaker-0091	mt2	pe	55	56	12	11	73.006	101	25	0	4	1	43	28	0	0	0	0	11	60909	7	58416	73006	1
wbreaker-009-mt2-2	T4	wbreaker-0092	mt2	pe	136	147	21	28	137.472	240	37	0	7	0	149	44	0	1	2	0	25	123019	15	117338	137472	1
wbreaker-009-mt2-3	T4	wbreaker-0093	mt2	pe	68	70	11	10	31.368	23	9	0	0	1	1	12	0	0	0	0	5	23021	1	20435	31368	1
wbreaker-009-mt2-4	T4	wbreaker-0094	mt2	pe	47	41	8	8	23.189	21	1	0	0	0	18	2	0	0	0	0	2	7385	1	7079	23189	1
wbreaker-009-mt2-5	T4	wbreaker-0095	mt2	pe	5	8	1	2	11.574	11	2	0	0	0	6	3	0	0	0	0	3	8653	2	7685	11574	1
wbreaker-009-mt2-6	T4	wbreaker-0096	mt2	pe	77	94	14	17	76.473	66	23	0	1	0	14	28	0	0	0	0	22	67696	9	61389	76473	1
wbreaker-009-mt2-7	T4	wbreaker-0097	mt2	pe	149	180	27	33	180.367	136	39	0	4	1	56	36	0	0	0	0	25	164612	11	157280	180367	1
wbreaker-009-mt2-8	T4	wbreaker-0098	mt2	pe	44	46	7	8	113.498	96	20	0	3	0	40	33	0	0	0	0	10	87549	7	86029	113498	1
wbreaker-009-mt2-9	T4	wbreaker-0099	mt2	pe	102	93	17	17	87.486	113	14	0	2	1	82	14	0	0	0	0	11	75988	6	74008	87486	1
wbreaker-009-mt2-10	T4	wbreaker-00910	mt2	pe	41	55	8	11	51.303	86	22	0	4	0	43	17	0	0	0	0	12	29947	4	26506	51303	1
wbreaker-010-ht-1	T4	wbreaker-0101	ht	ht	68	84	14	15	53.247	90	70	0	14	3	0	3	0	0	0	0	13	38245	4	32565	53247	1
wbreaker-010-ht-2	T4	wbreaker-0102	ht	ht	57	67	9	11	176.057	71	57	0	10	2	0	2	0	0	0	0	12	74263	4	68851	176057	1
wbreaker-010-ht-3	T4	wbreaker-0103	ht	ht	50	70	8	10	94.186	70	58	0	9	3	0	0	0	0	0	0	17	84173	8	79065	94186	1
wbreaker-010-ht-4	T4	wbreaker-0104	ht	ht	55	60	9	10	83.792	66	51	0	9	3	0	3	0	0	0	0	12	70432	3	64552	83792	1
wbreaker-010-ht-5	T4	wbreaker-0105	ht	ht	20	24	4	5	18.784	30	22	0	4	1	0	3	0	0	0	0	7	12345	3	10340	18784	1
wbreaker-010-ht-6	T4	wbreaker-0106	ht	ht	89	96	15	17	112.059	192	99	0	18	2	50	23	0	0	0	0	35	83215	16	72790	112059	2
wbreaker-010-ht-7	T4	wbreaker-0107	ht	ht	79	110	14	21	125	180	91	0	22	2	60	5	0	0	0	0	25	85151	10	77821	125000	2
wbreaker-010-ht-8	T4	wbreaker-0108	ht	ht	43	48	7	7	72.042	228	104	0	12	2	99	11	0	0	0	0	18	116641	11	112442	132063	1
wbreaker-010-ht-9	T4	wbreaker-0109	ht	ht	48	63	8	12	70.111	67	52	0	11	2	0	2	0	0	0	0	14	53237	6	48064	70111	1
wbreaker-010-ht-10	T4	wbreaker-01010	ht	ht	10	5	2	1	8.912	5	4	0	0	1	0	0	0	0	0	0	2	3859	1	3346	8912	1
wbreaker-011-mt2-1	T4	wbreaker-0111	mt2	pe	12	11	2	2	8.367	4	1	0	0	1	1	1	0	0	0	0	2	3718	2	3718	8367	1
wbreaker-011-mt2-2	T4	wbreaker-0112	mt2	pe	70	82	14	12	163.059	174	57	0	6	0	52	59	0	0	0	0	29	147377	11	136829	163059	1
wbreaker-011-mt2-3	T4	wbreaker-0113	mt2	pe	59	73	9	14	54.791	91	16	0	2	0	63	10	0	0	0	0	11	46398	6	43582	54791	1
wbreaker-011-mt2-4	T4	wbreaker-0114	mt2	pe	28	25	5	6	16.767	35	7	0	1	0	17	10	0	0	0	0	6	11132	3	9800	16767	1
wbreaker-011-mt2-5	T4	wbreaker-0115	mt2	pe	30	34	4	5	45.705	70	17	0	2	0	31	20	0	0	0	0	7	36809	2	34547	45705	1
wbreaker-011-mt2-6	T4	wbreaker-0116	mt2	pe	67	68	13	13	78.581	55	18	0	4	0	17	16	0	0	0	0	9	38140	5	36002	78581	1
wbreaker-011-mt2-7	T4	wbreaker-0117	mt2	pe	42	35	9	7	37.18	34	13	0	2	0	0	19	0	0	0	0	4	30312	2	29176	37180	1
wbreaker-011-mt2-8	T4	wbreaker-0118	mt2	pe	93	94	20	19	58.555	97	24	0	6	2	38	27	0	0	0	0	12	39712	3	34756	58555	1
wbreaker-011-mt2-9	T4	wbreaker-0119	mt2	pe	35	46	6	7	24.581	37	5	0	0	0	24	8	0	0	0	0	9	19043	4	16591	24581	1
wbreaker-011-mt2-10	T4	wbreaker-01110	mt2	pe	39	36	7	7	16.349	31	3	0	0	0	23	5	0	0	0	0	6	13589	3	12024	16349	1
wbreaker-012-ht-1	T4	wbreaker-0121	ht	ht	97	96	17	18	54.657	102	78	0	17	4	0	3	0	0	0	0	17	39410	5	32897	54657	1
wbreaker-012-ht-2	T4	wbreaker-0122	ht	ht	20	27	4	7	25.609	43	25	0	7	3	0	8	0	0	0	0	10	16287	5	13579	25609	1
wbreaker-012-ht-3	T4	wbreaker-0123	ht	ht	11	17	2	4	9.369	17	12	0	3	2	0	0	0	0	0	0	6	5220	2	2617	9369	1
wbreaker-012-ht-4	T4	wbreaker-0124	ht	ht	26	13	6	2	13.288	13	10	0	1	2	0	0	0	0	0	0	4	8393	2	7691	13288	1
wbreaker-012-ht-5	T4	wbreaker-0125	ht	ht	115	123	18	19	153.624	123	95	0	18	10	0	0	0	0	0	0	29	136685	15	129306	153624	1
wbreaker-012-ht-6	T4	wbreaker-0126	ht	ht	22	29	4	6	19.402	31	23	0	5	2	0	1	0	0	0	0	8	10274	2	7086	19402	1
wbreaker-012-ht-7	T4	wbreaker-0127	ht	ht	35	47	7	10	27.864	47	36	0	9	2	0	0	0	0	0	0	10	19475	5	17233	27864	1
wbreaker-012-ht-8	T4	wbreaker-0128	ht	ht	50	91	10	15	340.119	198	118	0	20	5	3	52	0	0	0	0	43	314936	14	298465	340119	1
wbreaker-012-ht-9	T4	wbreaker-0129	ht	ht	68	101	13	20	108.513	132	89	0	21	2	9	11	0	0	0	0	29	88907	11	78105	108513	1
wbreaker-012-ht-10	T4	wbreaker-01210	ht	ht	33	58	6	10	89.609	96	63	0	11	3	0	19	0	0	0	0	21	72103	8	65072	89609	1
wbreaker-013-mt1-1	T4	wbreaker-0131	mt1	pe	36	28	5	4	18.639	45	18	0	2	1	0	24	0	0	0	0	8	9937	1	5318	18639	1
wbreaker-013-mt1-2	T4	wbreaker-0132	mt1	pe	13	15	3	3	10.986	27	12	0	2	0	1	12	0	0	0	0	6	6009	1	3211	10986	1
wbreaker-013-mt1-3	T4	wbreaker-0133	mt1	pe	142	167	26	29	257.541	258	84	0	14	4	99	57	0	0	0	0	37	215671	20	207232	257541	1
