id	subject	item	tasktype	translation_type	len_sl_chr	len_tl_chr	len_sl_wrd	len_tl_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	np_300	lp_300	np_1000	lp_1000	ev_time_ms	num_annotations
wbreaker-033-mt1-2	T2	wbreaker-0332	mt1	pe	81	64	13	11	44.319	39	27	0	8	0	0	4	0	0	0	0	8	27880	4	25507	44319	3
wbreaker-033-mt1-3	T2	wbreaker-0333	mt1	pe	82	95	16	17	38.083	177	80	0	16	5	0	76	0	0	0	0	13	22122	3	16794	38083	1
wbreaker-033-mt1-4	T2	wbreaker-0334	mt1	pe	39	35	8	6	7.734	7	6	0	1	0	0	0	0	0	0	0	1	5665	1	5665	7734	1
wbreaker-033-mt1-5	T2	wbreaker-0335	mt1	pe	43	66	8	13	23.092	88	57	0	15	5	0	11	0	0	0	0	10	8106	1	4364	23092	2
wbreaker-033-mt1-6	T2	wbreaker-0336	mt1	pe	127	90	26	16	38.823	54	41	0	6	2	0	5	0	0	0	0	10	25926	3	22675	38823	3
wbreaker-033-mt1-7	T2	wbreaker-0337	mt1	pe	90	84	19	16	36.65	46	31	0	7	2	0	6	0	0	0	0	5	29533	4	29180	36650	1
wbreaker-033-mt1-8	T2	wbreaker-0338	mt1	pe	36	61	6	13	24.347	74	42	0	12	1	4	15	0	0	0	0	12	15878	4	11318	24347	1
wbreaker-033-mt1-9	T2	wbreaker-0339	mt1	pe	63	71	13	13	27.06	50	35	0	6	1	4	4	0	0	0	0	8	18823	6	17778	27060	1
wbreaker-033-mt1-10	T2	wbreaker-03310	mt1	pe	33	20	7	4	9.542	21	16	0	3	1	0	1	0	0	0	0	4	5239	2	4352	9542	1
wbreaker-001-mt1-1	T3	wbreaker-0011	mt1	pe	49	59	7	11	15.027	34	27	0	6	0	0	1	0	0	0	0	3	9430	2	9092	15027	1
wbreaker-001-mt1-2	T3	wbreaker-0012	mt1	pe	60	68	8	11	78.959	212	71	0	15	10	18	98	0	0	0	0	45	57940	16	41075	78959	2
wbreaker-001-mt1-3	T3	wbreaker-0013	mt1	pe	43	37	9	10	12.483	50	4	0	1	0	31	14	0	0	0	0	6	8991	3	7319	12483	1
wbreaker-001-mt1-4	T3	wbreaker-0014	mt1	pe	106	92	19	18	80.711	55	22	1	3	0	12	15	0	0	0	2	17	70055	10	66219	80711	2
wbreaker-001-mt1-5	T3	wbreaker-0015	mt1	pe	85	115	16	21	98.183	172	89	0	18	4	18	43	0	0	0	0	28	77573	14	70704	98183	1
wbreaker-001-mt1-6	T3	wbreaker-0016	mt1	pe	39	55	7	11	45.042	108	22	0	6	1	68	11	0	0	0	0	9	23028	5	20373	45042	2
wbreaker-001-mt1-7	T3	wbreaker-0017	mt1	pe	28	25	5	5	20.9	38	24	0	5	2	0	7	0	0	0	0	12	15043	6	11894	20900	1
wbreaker-001-mt1-8	T3	wbreaker-0018	mt1	pe	27	27	5	4	69.818	93	48	0	9	3	4	29	0	0	0	0	27	50657	10	42630	69818	3
wbreaker-001-mt1-9	T3	wbreaker-0019	mt1	pe	57	53	12	9	61.773	46	26	0	2	0	6	12	0	0	0	0	8	28782	5	27091	61773	3
wbreaker-001-mt1-10	T3	wbreaker-00110	mt1	pe	47	53	6	9	29.145	43	9	0	4	0	25	5	0	0	0	0	8	23355	6	22507	29145	2
wbreaker-002-ht-1	T3	wbreaker-0021	ht	ht	45	46	7	7	50.109	96	76	0	12	6	0	2	0	0	0	0	8	82346	4	80260	91192	1
wbreaker-002-ht-2	T3	wbreaker-0022	ht	ht	79	80	16	15	71.163	90	66	0	14	4	2	4	0	0	0	0	17	52550	7	47523	71163	2
wbreaker-002-ht-3	T3	wbreaker-0023	ht	ht	51	69	10	13	156.642	274	115	0	32	9	66	52	0	0	0	0	49	121379	17	103425	156642	2
wbreaker-002-ht-4	T3	wbreaker-0024	ht	ht	101	113	20	21	58.951	122	92	0	20	3	5	2	0	0	0	0	26	37094	9	28536	58951	2
wbreaker-002-ht-5	T3	wbreaker-0025	ht	ht	53	58	8	11	91.05	153	74	0	13	4	46	16	0	0	0	0	21	73137	6	65268	91050	2
wbreaker-002-ht-6	T3	wbreaker-0026	ht	ht	71	66	13	12	172.012	87	66	0	15	1	1	4	0	0	0	0	21	156345	13	152891	172012	2
wbreaker-002-ht-7	T3	wbreaker-0027	ht	ht	63	49	11	8	194.258	147	99	0	15	6	0	27	0	0	0	0	28	154609	10	145210	194258	3
wbreaker-002-ht-8	T3	wbreaker-0028	ht	ht	96	100	15	18	406.061	913	472	0	85	18	239	99	0	0	0	0	104	359320	36	322669	475470	3
wbreaker-002-ht-9	T3	wbreaker-0029	ht	ht	108	115	22	22	260.636	316	146	0	32	6	87	45	0	0	0	0	40	156435	12	142264	260636	3
wbreaker-002-ht-10	T3	wbreaker-00210	ht	ht	13	21	1	3	6.987	21	18	0	2	1	0	0	0	0	0	0	5	3244	1	1559	6987	1
wbreaker-003-mt1-1	T3	wbreaker-0031	mt1	pe	41	48	7	9	57.867	100	44	0	7	1	25	23	0	0	0	0	22	36494	5	27156	57867	2
wbreaker-003-mt1-2	T3	wbreaker-0032	mt1	pe	26	38	6	8	26.148	34	9	0	5	1	14	5	0	0	0	0	6	17967	4	16888	26148	2
wbreaker-003-mt1-3	T3	wbreaker-0033	mt1	pe	41	50	7	9	82.834	83	57	0	10	2	0	14	0	0	0	0	14	63335	4	57745	82834	2
wbreaker-003-mt1-4	T3	wbreaker-0034	mt1	pe	31	37	5	7	987.177	1487	617	0	110	23	409	327	0	0	0	1	241	998345	113	930285	1162673	3
wbreaker-003-mt1-5	T3	wbreaker-0035	mt1	pe	103	118	18	21	65.669	108	51	0	12	1	24	20	0	0	0	0	14	43422	4	37711	65669	3
wbreaker-003-mt1-6	T3	wbreaker-0036	mt1	pe	153	149	25	26	161.378	223	103	0	16	2	28	74	0	0	0	0	41	135389	16	122521	161378	2
wbreaker-003-mt1-7	T3	wbreaker-0037	mt1	pe	123	142	24	24	157.964	197	102	0	14	2	17	62	0	0	0	0	36	128935	17	119956	157964	2
wbreaker-003-mt1-8	T3	wbreaker-0038	mt1	pe	124	162	20	26	267.838	320	76	0	12	2	136	93	0	0	0	1	48	188008	28	176793	267838	2
wbreaker-003-mt1-9	T3	wbreaker-0039	mt1	pe	171	177	27	31	152.175	272	84	0	16	7	153	12	0	0	0	0	34	127395	12	115065	152175	1
wbreaker-003-mt1-10	T3	wbreaker-00310	mt1	pe	81	106	15	19	131.521	285	101	0	18	2	139	25	0	0	0	0	46	93434	18	78353	131521	3
wbreaker-004-mt2-1	T3	wbreaker-0041	mt2	pe	103	125	17	22	240.502	249	42	0	6	10	153	38	0	0	0	0	38	152710	26	145230	240502	3
wbreaker-004-mt2-2	T3	wbreaker-0042	mt2	pe	37	23	7	2	26.732	57	18	0	1	3	2	33	0	0	0	0	10	18243	2	13420	26732	1
wbreaker-004-mt2-3	T3	wbreaker-0043	mt2	pe	42	46	8	8	27.216	31	25	0	4	2	0	0	0	0	0	0	4	15464	3	14716	27216	2
wbreaker-004-mt2-4	T3	wbreaker-0044	mt2	pe	84	95	17	16	38.521	56	20	0	4	1	1	30	0	0	0	0	10	28448	5	25798	38521	1
wbreaker-004-mt2-5	T3	wbreaker-0045	mt2	pe	99	108	20	18	84.583	189	64	0	13	4	36	72	0	0	0	0	36	59407	11	46485	84583	2
wbreaker-004-mt2-6	T3	wbreaker-0046	mt2	pe	80	91	17	16	35.311	43	31	0	6	3	1	2	0	0	0	0	10	22759	3	19844	35311	2
wbreaker-004-mt2-7	T3	wbreaker-0047	mt2	pe	45	52	8	9	45.155	77	41	0	7	2	1	26	0	0	0	0	17	22032	4	15903	45155	3
wbreaker-004-mt2-8	T3	wbreaker-0048	mt2	pe	17	18	3	4	27.195	44	34	0	6	2	0	2	0	0	0	0	8	11669	2	8478	27195	2
wbreaker-004-mt2-9	T3	wbreaker-0049	mt2	pe	79	88	14	14	87.805	60	40	0	8	2	3	7	0	0	0	0	13	50522	8	47169	87805	2
wbreaker-004-mt2-10	T3	wbreaker-00410	mt2	pe	117	137	22	23	78.431	283	34	0	2	3	215	29	0	0	0	0	15	57854	8	54537	78431	2
wbreaker-005-mt1-1	T3	wbreaker-0051	mt1	pe	25	32	4	5	9.255	9	9	0	0	0	0	0	0	0	0	0	1	4254	1	4254	9255	1
wbreaker-005-mt1-2	T3	wbreaker-0052	mt1	pe	36	38	6	7	35.229	112	35	0	8	0	41	28	0	0	0	0	20	23897	7	15646	35229	2
wbreaker-005-mt1-3	T3	wbreaker-0053	mt1	pe	85	104	14	17	107.185	261	57	0	7	6	135	56	0	0	0	0	32	63627	11	53685	107185	2
wbreaker-005-mt1-4	T3	wbreaker-0054	mt1	pe	116	125	18	23	165.788	263	56	0	10	3	130	64	0	0	0	0	31	107555	15	99670	165788	2
wbreaker-005-mt1-5	T3	wbreaker-0055	mt1	pe	32	36	6	7	17.949	43	5	0	3	0	23	12	0	0	0	0	8	9699	3	6672	17949	2
wbreaker-005-mt1-6	T3	wbreaker-0056	mt1	pe	92	99	17	17	71.433	105	29	0	3	3	45	25	0	0	0	0	14	46796	6	41952	71433	3
wbreaker-005-mt1-7	T3	wbreaker-0057	mt1	pe	116	133	19	26	76.487	184	30	0	6	1	124	23	0	0	0	0	12	53067	8	51281	76487	2
wbreaker-005-mt1-8	T3	wbreaker-0058	mt1	pe	62	79	10	13	46.003	177	71	0	10	0	43	53	0	0	0	0	20	26258	7	20448	46003	2
wbreaker-005-mt1-9	T3	wbreaker-0059	mt1	pe	43	42	8	9	26.612	82	17	0	5	0	35	25	0	0	0	0	15	18260	6	13851	26612	1
wbreaker-005-mt1-10	T3	wbreaker-00510	mt1	pe	69	64	10	10	133.442	100	53	0	9	0	10	28	0	0	0	0	28	121511	13	112574	133442	1
wbreaker-006-ht-1	T3	wbreaker-0061	ht	ht	105	80	22	20	70.617	139	78	0	24	2	11	24	0	0	0	0	15	44339	6	39369	70617	2
wbreaker-006-ht-2	T3	wbreaker-0062	ht	ht	59	71	9	13	191.397	99	70	0	13	2	0	14	0	0	0	0	18	177614	9	173291	191397	1
wbreaker-006-ht-3	T3	wbreaker-0063	ht	ht	27	34	6	6	24.887	34	27	0	5	2	0	0	0	0	0	0	5	18529	3	17460	24887	1
wbreaker-006-ht-4	T3	wbreaker-0064	ht	ht	47	50	8	7	88.215	50	41	0	6	3	0	0	0	0	0	0	10	79935	2	76707	88215	1
wbreaker-006-ht-5	T3	wbreaker-0065	ht	ht	137	149	24	28	132.812	323	171	0	34	4	0	113	0	0	0	1	54	94647	22	77994	132812	2
wbreaker-006-ht-6	T3	wbreaker-0066	ht	ht	73	85	13	15	48.086	113	81	0	16	2	0	14	0	0	0	0	23	27538	7	18826	48086	2
wbreaker-006-ht-7	T3	wbreaker-0067	ht	ht	36	28	6	6	46.301	57	29	0	5	2	13	8	0	0	0	0	10	21053	4	18513	46301	2
wbreaker-006-ht-8	T3	wbreaker-0068	ht	ht	64	76	13	12	72.647	89	65	0	12	3	6	3	0	0	0	0	14	54206	8	50911	72647	2
wbreaker-006-ht-9	T3	wbreaker-0069	ht	ht	35	33	6	7	68.874	80	41	0	12	1	5	21	0	0	0	0	19	59819	11	56092	68874	1
wbreaker-006-ht-10	T3	wbreaker-00610	ht	ht	73	76	11	14	41.923	76	59	0	13	4	0	0	0	0	0	0	17	29961	7	25534	41923	1
wbreaker-007-mt2-1	T3	wbreaker-0071	mt2	pe	112	124	20	23	248.547	583	169	0	29	6	211	168	0	0	0	0	74	198697	29	175632	248547	2
wbreaker-007-mt2-2	T3	wbreaker-0072	mt2	pe	78	83	13	17	55.878	153	32	0	5	1	80	35	0	0	0	0	15	35878	7	31343	55878	2
wbreaker-007-mt2-3	T3	wbreaker-0073	mt2	pe	113	117	20	21	93.281	182	44	0	6	4	86	42	0	0	0	0	29	58679	16	50598	93281	3
wbreaker-007-mt2-4	T3	wbreaker-0074	mt2	pe	24	17	5	3	12.11	19	12	0	2	3	2	0	0	0	0	0	4	7491	2	6306	12110	1
wbreaker-007-mt2-5	T3	wbreaker-0075	mt2	pe	85	96	16	17	56.012	191	35	0	4	1	119	32	0	0	0	0	14	30057	4	24649	56012	2
wbreaker-007-mt2-6	T3	wbreaker-0076	mt2	pe	37	45	7	9	41.937	102	17	0	2	2	58	23	0	0	0	0	17	25286	8	19535	41937	2
wbreaker-007-mt2-7	T3	wbreaker-0077	mt2	pe	43	51	7	10	81.36	160	32	0	6	2	71	49	0	0	0	0	21	32036	11	27570	81360	2
wbreaker-007-mt2-8	T3	wbreaker-0078	mt2	pe	99	103	16	22	95.983	395	82	0	17	1	197	98	0	0	0	0	44	70157	19	57972	95983	2
wbreaker-007-mt2-9	T3	wbreaker-0079	mt2	pe	20	31	4	7	21.733	15	5	0	1	0	1	6	0	0	0	2	5	5922	3	5217	21733	2
wbreaker-007-mt2-10	T3	wbreaker-00710	mt2	pe	53	76	9	13	68.948	113	48	0	12	2	25	26	0	0	0	0	24	59302	12	52509	68948	1
wbreaker-008-ht-1	T3	wbreaker-0081	ht	ht	62	76	11	12	41.887	76	61	0	11	4	0	0	0	0	0	0	13	30115	3	23799	41887	1
wbreaker-008-ht-2	T3	wbreaker-0082	ht	ht	76	83	12	13	130.607	226	152	0	22	2	1	49	0	0	0	0	48	97530	19	81637	130607	2
wbreaker-008-ht-3	T3	wbreaker-0083	ht	ht	26	39	5	6	32.413	48	29	0	6	6	6	1	0	0	0	0	13	17999	6	13631	32413	2
wbreaker-008-ht-4	T3	wbreaker-0084	ht	ht	58	49	12	9	485.803	772	496	0	105	26	22	123	0	0	0	0	158	357630	54	299013	586686	6
wbreaker-008-ht-5	T3	wbreaker-0085	ht	ht	49	55	9	11	74.686	71	50	0	11	2	0	8	0	0	0	0	16	61286	4	54599	74686	2
wbreaker-008-ht-6	T3	wbreaker-0086	ht	ht	59	80	9	15	147.853	157	94	0	18	1	11	33	0	0	0	0	29	125613	10	115063	147853	2
wbreaker-008-ht-7	T3	wbreaker-0087	ht	ht	89	131	15	25	126.434	201	129	0	32	9	8	23	0	0	0	0	49	98811	18	80438	126434	2
wbreaker-008-ht-8	T3	wbreaker-0088	ht	ht	33	23	7	5	16.834	26	20	0	4	1	0	1	0	0	0	0	7	8143	2	5372	16834	2
wbreaker-008-ht-9	T3	wbreaker-0089	ht	ht	31	35	5	8	20.211	36	26	0	7	2	1	0	0	0	0	0	8	9540	3	6731	20211	2
wbreaker-008-ht-10	T3	wbreaker-00810	ht	ht	49	55	11	11	69.101	167	86	0	21	4	8	48	0	0	0	0	38	46708	14	33225	69101	2
wbreaker-009-mt1-1	T3	wbreaker-0091	mt1	pe	55	44	12	7	148.702	59	17	0	2	4	6	30	0	0	0	0	19	133744	9	128820	148702	2
wbreaker-009-mt1-2	T3	wbreaker-0092	mt1	pe	136	125	21	24	233.627	306	96	0	22	4	93	91	0	0	0	0	58	175946	25	159057	233627	2
wbreaker-009-mt1-3	T3	wbreaker-0093	mt1	pe	68	70	11	13	22.468	17	5	0	1	1	6	4	0	0	0	0	6	19672	5	19372	22468	1
wbreaker-009-mt1-4	T3	wbreaker-0094	mt1	pe	47	41	8	8	10.816	6	1	0	0	1	3	1	0	0	0	0	3	6096	2	5607	10816	1
wbreaker-009-mt1-5	T3	wbreaker-0095	mt1	pe	5	8	1	2	30.287	15	2	0	0	1	8	4	0	0	0	0	4	7575	3	7058	30287	1
wbreaker-009-mt1-6	T3	wbreaker-0096	mt1	pe	77	83	14	16	98.381	186	41	0	11	1	52	81	0	0	0	0	27	77441	15	70271	98381	2
wbreaker-009-mt1-7	T3	wbreaker-0097	mt1	pe	149	158	27	29	206.096	317	105	0	22	5	98	87	0	0	0	0	55	123928	22	108744	206096	4
wbreaker-009-mt1-8	T3	wbreaker-0098	mt1	pe	44	42	7	7	36.574	86	9	0	2	4	56	15	0	0	0	0	15	29522	11	27487	36574	1
wbreaker-009-mt1-9	T3	wbreaker-0099	mt1	pe	102	86	17	16	17.392	107	5	0	0	0	95	7	0	0	0	0	4	9861	3	9330	17392	1
wbreaker-009-mt1-10	T3	wbreaker-00910	mt1	pe	41	52	8	9	38.668	142	31	0	6	1	70	34	0	0	0	0	17	30219	7	24924	38668	1
wbreaker-010-mt2-1	T3	wbreaker-0101	mt2	pe	68	67	14	14	20.809	5	1	1	0	2	0	1	0	0	0	0	5	10776	4	10460	20809	2
wbreaker-010-mt2-2	T3	wbreaker-0102	mt2	pe	57	80	9	14	41.746	105	46	0	5	0	16	38	0	0	0	0	17	23888	5	15467	41746	2
wbreaker-010-mt2-3	T3	wbreaker-0103	mt2	pe	50	54	8	10	36.618	70	14	1	3	1	35	16	0	0	0	0	15	25610	9	22578	36618	2
wbreaker-010-mt2-4	T3	wbreaker-0104	mt2	pe	55	70	9	11	38.041	56	20	0	2	1	14	19	0	0	0	0	10	18738	3	14339	38041	3
wbreaker-010-mt2-5	T3	wbreaker-0105	mt2	pe	20	14	4	3	4.573	5	0	0	0	0	0	5	0	0	0	0	2	2472	1	2087	4573	1
wbreaker-010-mt2-6	T3	wbreaker-0106	mt2	pe	89	92	15	16	50.644	94	15	0	3	0	69	7	0	0	0	0	8	27204	3	24494	50644	2
wbreaker-010-mt2-7	T3	wbreaker-0107	mt2	pe	79	85	14	17	72.052	148	36	0	7	1	56	48	0	0	0	0	25	54466	9	45810	72052	3
wbreaker-010-mt2-8	T3	wbreaker-0108	mt2	pe	43	51	7	8	43.609	40	21	0	2	0	0	17	0	0	0	0	9	37294	4	34155	43609	1
wbreaker-010-mt2-9	T3	wbreaker-0109	mt2	pe	48	73	8	13	65.097	116	23	0	2	2	64	25	0	0	0	0	14	50401	7	46911	65097	2
wbreaker-010-mt2-10	T3	wbreaker-01010	mt2	pe	10	17	2	5	9.506	18	9	0	5	1	0	3	0	0	0	0	6	5799	1	2902	9506	1
wbreaker-011-mt1-1	T3	wbreaker-0111	mt1	pe	12	11	2	2	24.927	5	1	0	0	1	2	1	0	0	0	0	3	22863	3	22863	24927	1
wbreaker-011-mt1-2	T3	wbreaker-0112	mt1	pe	70	85	14	12	122.599	178	38	0	5	0	104	29	0	0	0	2	29	110450	18	105113	122599	2
wbreaker-011-mt1-3	T3	wbreaker-0113	mt1	pe	59	76	9	14	66.281	120	40	0	7	4	43	26	0	0	0	0	20	53781	11	48187	66281	2
wbreaker-011-mt1-4	T3	wbreaker-0114	mt1	pe	28	23	5	5	14.321	23	17	0	4	2	0	0	0	0	0	0	3	3648	1	2801	14321	2
wbreaker-011-mt1-5	T3	wbreaker-0115	mt1	pe	30	32	4	5	19.485	42	28	0	5	3	2	4	0	0	0	0	12	11565	2	6122	19485	1
wbreaker-011-mt1-6	T3	wbreaker-0116	mt1	pe	67	66	13	13	34.983	95	11	0	1	1	58	24	0	0	0	0	12	25383	8	22842	34983	2
wbreaker-011-mt1-7	T3	wbreaker-0117	mt1	pe	42	35	9	8	34.294	65	38	0	11	1	0	15	0	0	0	0	12	25728	3	21050	34294	1
wbreaker-011-mt1-8	T3	wbreaker-0118	mt1	pe	93	103	20	21	56.846	151	57	0	13	0	27	54	0	0	0	0	29	42163	9	31455	56846	1
wbreaker-011-mt1-9	T3	wbreaker-0119	mt1	pe	35	46	6	9	68.777	65	35	0	5	0	10	15	0	0	0	0	20	61840	4	53759	68777	1
wbreaker-011-mt1-10	T3	wbreaker-01110	mt1	pe	39	40	7	8	50.161	19	2	0	0	4	6	7	0	0	0	0	10	46780	9	45911	50161	1
wbreaker-012-mt2-1	T3	wbreaker-0121	mt2	pe	97	95	17	17	86.286	149	43	0	6	0	56	44	0	0	0	0	21	53631	11	48850	86286	3
wbreaker-012-mt2-2	T3	wbreaker-0122	mt2	pe	20	16	4	5	7.842	4	1	0	0	1	2	0	0	0	0	0	2	5149	2	5149	7842	1
wbreaker-012-mt2-3	T3	wbreaker-0123	mt2	pe	11	10	2	2	12.443	12	1	0	0	1	7	3	0	0	0	0	4	7216	3	6669	12443	2
wbreaker-012-mt2-4	T3	wbreaker-0124	mt2	pe	26	20	6	4	1.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	1
wbreaker-012-mt2-5	T3	wbreaker-0125	mt2	pe	115	123	18	21	88.482	225	41	0	7	4	113	60	0	0	0	0	33	66580	25	61722	88482	2
wbreaker-012-mt2-6	T3	wbreaker-0126	mt2	pe	22	32	4	7	1.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	1
wbreaker-012-mt2-7	T3	wbreaker-0127	mt2	pe	35	42	7	9	34.117	98	42	0	10	1	13	32	0	0	0	0	17	19554	6	13862	34117	2
wbreaker-012-mt2-8	T3	wbreaker-0128	mt2	pe	50	50	10	8	53.805	85	26	0	6	0	18	35	0	0	0	0	14	38762	6	35330	53805	2
wbreaker-012-mt2-9	T3	wbreaker-0129	mt2	pe	68	112	13	21	164.643	254	93	0	16	1	101	43	0	0	0	0	36	146281	19	137588	164643	1
wbreaker-012-mt2-10	T3	wbreaker-01210	mt2	pe	33	33	6	5	19.795	47	33	0	4	3	0	7	0	0	0	0	8	12640	2	9489	19795	1
wbreaker-013-mt1-1	T3	wbreaker-0131	mt1	pe	36	30	5	6	14	37	6	0	1	1	22	7	0	0	0	0	6	10976	4	10137	14000	1
wbreaker-013-mt1-2	T3	wbreaker-0132	mt1	pe	13	13	3	3	1.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	1
wbreaker-013-mt1-3	T3	wbreaker-0133	mt1	pe	142	129	26	23	111.475	201	59	0	11	3	85	43	0	0	0	0	36	89035	15	76935	111475	2
wbreaker-013-mt1-4	T3	wbreaker-0134	mt1	pe	12	17	2	3	7.177	5	0	0	0	0	1	4	0	0	0	0	1	2785	1	2785	7177	2
wbreaker-013-mt1-5	T3	wbreaker-0135	mt1	pe	65	56	11	10	70.707	75	21	0	5	5	34	10	0	0	0	0	20	65145	14	61738	70707	1
wbreaker-013-mt1-6	T3	wbreaker-0136	mt1	pe	36	20	7	3	18.279	56	20	0	2	1	26	7	0	0	0	0	4	7441	2	5805	18279	2
wbreaker-013-mt1-7	T3	wbreaker-0137	mt1	pe	49	79	9	13	113.133	336	86	0	13	2	155	80	0	0	0	0	52	94284	18	76507	113133	1
wbreaker-013-mt1-8	T3	wbreaker-0138	mt1	pe	37	36	7	7	64.078	74	11	0	1	2	48	12	0	0	0	0	12	20824	6	16457	64078	2
wbreaker-013-mt1-9	T3	wbreaker-0139	mt1	pe	53	60	9	9	86.414	108	48	0	6	6	18	30	0	0	0	0	20	58949	13	55581	86414	2
wbreaker-013-mt1-10	T3	wbreaker-01310	mt1	pe	40	42	9	8	106.744	132	67	0	9	3	4	49	0	0	0	0	22	81772	7	73978	106744	2
wbreaker-014-ht-1	T3	wbreaker-0141	ht	ht	38	30	7	5	26.136	30	25	0	4	1	0	0	0	0	0	0	8	21567	1	18160	26136	1
wbreaker-014-ht-2	T3	wbreaker-0142	ht	ht	12	22	2	5	12.239	22	17	0	4	1	0	0	0	0	0	0	5	7814	2	6680	12239	1
wbreaker-014-ht-3	T3	wbreaker-0143	ht	ht	44	47	7	8	40.256	67	40	0	8	6	6	7	0	0	0	0	22	32450	7	22202	40256	1
wbreaker-014-ht-4	T3	wbreaker-0144	ht	ht	22	26	3	5	8.032	26	21	0	4	1	0	0	0	0	0	0	3	3430	1	2448	8032	1
wbreaker-014-ht-5	T3	wbreaker-0145	ht	ht	35	30	6	6	12.123	30	24	0	5	1	0	0	0	0	0	0	4	6346	3	5986	12123	1
wbreaker-014-ht-6	T3	wbreaker-0146	ht	ht	34	29	6	6	28.295	44	25	0	7	4	2	6	0	0	0	0	9	22079	5	20008	28295	1
wbreaker-014-ht-7	T3	wbreaker-0147	ht	ht	65	82	11	13	65.045	96	72	0	13	3	2	6	0	0	0	0	27	43182	6	32335	65045	2
wbreaker-014-ht-8	T3	wbreaker-0148	ht	ht	130	121	25	22	39.309	131	98	0	22	4	4	3	0	0	0	0	23	22028	6	13749	39309	1
wbreaker-014-ht-9	T3	wbreaker-0149	ht	ht	86	87	18	17	54.008	111	78	0	17	4	0	12	0	0	0	0	18	32812	4	25414	54008	2
wbreaker-014-ht-10	T3	wbreaker-01410	ht	ht	62	75	12	14	146.926	145	82	0	14	6	27	16	0	0	0	0	32	106225	11	95336	146926	2
wbreaker-015-mt2-1	T3	wbreaker-0151	mt2	pe	112	101	21	19	109.939	177	37	0	8	8	80	44	0	0	0	0	31	89997	19	83384	109939	3
wbreaker-015-mt2-2	T3	wbreaker-0152	mt2	pe	37	40	7	6	46.903	107	39	0	5	5	27	31	0	0	0	0	23	33172	12	27040	46903	2
wbreaker-015-mt2-3	T3	wbreaker-0153	mt2	pe	32	22	6	4	7.7	2	1	0	0	0	0	1	0	0	0	0	2	4004	1	3628	7700	1
wbreaker-015-mt2-4	T3	wbreaker-0154	mt2	pe	53	55	10	10	28.807	41	8	0	3	1	21	8	0	0	0	0	6	24560	5	24096	28807	1
wbreaker-015-mt2-5	T3	wbreaker-0155	mt2	pe	46	43	7	6	33.882	61	28	0	3	1	0	29	0	0	0	0	8	25111	4	22668	33882	1
wbreaker-015-mt2-6	T3	wbreaker-0156	mt2	pe	64	64	9	11	87.22	210	17	0	3	8	159	23	0	0	0	0	25	72734	18	69347	87220	2
wbreaker-015-mt2-7	T3	wbreaker-0157	mt2	pe	72	66	13	12	103.445	133	48	0	8	4	25	48	0	0	0	0	21	60762	11	55907	103445	2
wbreaker-015-mt2-8	T3	wbreaker-0158	mt2	pe	132	152	25	29	155.595	350	68	0	8	2	203	68	0	0	0	1	38	132083	21	122785	155595	2
wbreaker-015-mt2-9	T3	wbreaker-0159	mt2	pe	156	185	26	34	98.977	390	67	0	11	2	236	74	0	0	0	0	30	70725	16	63893	98977	2
wbreaker-015-mt2-10	T3	wbreaker-01510	mt2	pe	59	58	14	10	42.142	45	19	0	2	0	11	13	0	0	0	0	7	34627	5	33577	42142	1
wbreaker-016-ht-1	T3	wbreaker-0161	ht	ht	63	55	12	11	103.642	124	70	0	17	2	1	34	0	0	0	0	24	76999	9	69821	103642	2
wbreaker-016-ht-2	T3	wbreaker-0162	ht	ht	56	64	11	10	33.213	78	57	0	9	5	0	7	0	0	0	0	19	17236	4	8021	33213	1
wbreaker-016-ht-3	T3	wbreaker-0163	ht	ht	32	37	7	6	34.449	66	44	0	5	2	1	14	0	0	0	0	10	20679	3	17540	34449	2
wbreaker-016-ht-4	T3	wbreaker-0164	ht	ht	78	67	16	15	56.793	101	56	0	15	3	20	7	0	0	0	0	15	39335	8	35758	56793	2
wbreaker-016-ht-5	T3	wbreaker-0165	ht	ht	51	56	9	9	20.749	64	49	0	8	3	0	4	0	0	0	0	6	9091	1	6058	20749	1
wbreaker-016-ht-6	T3	wbreaker-0166	ht	ht	117	123	21	22	190.564	230	134	0	32	10	1	53	0	0	0	0	61	156233	28	139777	190564	2
wbreaker-016-ht-7	T3	wbreaker-0167	ht	ht	29	48	5	9	42.694	48	38	0	8	2	0	0	0	0	0	0	8	34403	4	32119	42694	1
wbreaker-016-ht-8	T3	wbreaker-0168	ht	ht	33	40	6	7	122.225	185	95	0	16	3	0	71	0	0	0	0	32	103090	9	90935	122225	1
wbreaker-016-ht-9	T3	wbreaker-0169	ht	ht	61	71	11	14	58.844	87	69	0	13	2	0	3	0	0	0	0	18	37866	7	30932	58844	2
wbreaker-016-ht-10	T3	wbreaker-01610	ht	ht	64	58	11	11	45.389	92	62	0	11	2	0	17	0	0	0	0	14	23258	5	17243	45389	2
wbreaker-017-mt2-1	T3	wbreaker-0171	mt2	pe	122	149	23	28	310.133	320	106	0	15	3	123	73	0	0	0	0	43	268695	19	254967	310133	2
